Departement,URL,Titre,Type_Bien,Localisation,Prix,Surface_m2,Nb_Pieces,Description,Ville,prix_m2,latitude,longitude
13,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/marseille-09-13009/1859116,Achat :Appartement T4- Marseille 9 - Bouches-du-Rhône (13),Appartement T4,- Marseille 9 - Bouches-du-Rhône (13),195000,83.08,4,"Résidence Chateau Sec Altitude 117 13009 - Appartement T3/4, 83.08 m² , composée d'une entrée, séjour climatisé ouvrant sur grand balcon, salle à manger (ou 3ème chambre) avec balcon, dégagement avec penderie, deux chambres dont une avec balcon, salle d'eau, toilettes séparés, cave. Au 6ème étage avec ascenseur, ce bien profite d'une double exposition. Huisseries pvc double vitrage, tableau électrique refait, salle d'eau et toilettes refaits. Parquet en point de Hongrie.Charges trimestrielles incluant chauffage, ef et ec : 1518 €. Taxe foncière : 1667 €",Marseille 9,2347.14,43.2524772,5.4138202
13,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/marseille-10-13010/1790499,Achat :Maison / villa- Marseille 10 - Bouches-du-Rhône (13),Maison / villa,- Marseille 10 - Bouches-du-Rhône (13),455000,150.0,4,"Bd Léon Bruny 13010 - VILLA + APPARTEMENT. Villa T4, 110 m² environ, composée d'une entrée sur séjour climatisé, dégagement, cuisine séparée, 3 chambres, salle de bains, toilettes séparés, dressing et combles aménagés ; en rez-de-jardin, appartement T2, 45 m² environ. Sur  761 m² de terrain clos avec vue panoramique et dépendances. Ce bien, à rénover, profite du calme et d'une vue panoramique splendide. Extraordinaire potentiel.",Marseille 10,3033.33,43.2821181,5.4157957
13,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/peypin-13/1653907,Achat :Maison / villa- Peypin - Bouches-du-Rhône (13),Maison / villa,- Peypin - Bouches-du-Rhône (13),748800,180.0,5,"Dans un secteur résidentiel au calme absolu en lisière de colline, nous proposons à la vente ; une grande propriété entièrement clôturée et sécurisée par un portail électrique avec accès rapide à l'autoroute, située à 30 minutes de Marseille, d'Aix-en-Provence et des plages. Cette propriété sans aucun vis à vis est constituée d'un terrain de 5 570 m² sur lequel se trouve édifiée une belle villa provençale achevée au mois de juin 1993, d'une surface habitable de 180 m², élevée d'un étage sur rez-de-chaussée et sur rez-de-jardin. Cette villa a été édifiée sur des fondations en micro-pieux à treize mètres de profondeur. Elle est composée : - au rez-de-jardin : d’un garage de 45 m², de deux pièces utilisées en caves ou ateliers d’environ 30 m² et d’un vide sanitaire. - Au rez-de-chaussée : un hall d’entrée, vestiaires avec water-closet, cellier ou buanderie, salle à manger, salon, cuisine aménagée, montée d’escaliers et d’une suite parentale comprenant : une chambre, salle d’eau, water-closet et dressing. Le rez-de-chaussée a une surface de 112 m² et la terrasse de 30 m². - A l’étage : un couloir, salle d’eau, water-closet, trois chambres avec placards et une plus petite chambre avec une salle d’eau. L’étage a une surface totale de 68 m². Deux grands panneaux solaires sont installés sur le terrain et permettent d'alimenter l'installation d'électricité qui n'a aucune anomalie. Chauffage électrique par le sol. Exposition : Sud. La taxe foncière s'élève à environ 1900 €/an. Visites sur rendez-vous, contactez M. MARIO au 06 30 51 46 49.",Peypin,4160.0,43.3838133,5.5778541
13,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/marseille-05-13005/1862582,Achat :Appartement T2- Marseille 5 - Bouches-du-Rhône (13),Appartement T2,- Marseille 5 - Bouches-du-Rhône (13),99000,34.29,2,"SOUS OFFRE
Appartement composé :
D'un hall d'entrée, d'un séjour et d'une chambre séparée avec placard, Kitchenette et salle de bain avec douche.
Le bien se situe au 5eme étage d'un immeuble avec ascenseur.
Des travaux de rénovation sont à prévoir.
La porte d'entrée a été récemment remplacée par une porte blindée.
Métro Baille se trouve à 100 mètres, soit à 2 minutes a pied.",Marseille 5,2887.14,43.2919477,5.3949902
13,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/marseille-01-13001/1822148,Achat :Appartement T5- Marseille 1 - Bouches-du-Rhône (13),Appartement T5,- Marseille 1 - Bouches-du-Rhône (13),275000,97.97,5,"Exclusivité, Boulevard de la Libération, grand appartement T3 traversant  de presque 98 m², situé au 3e étage sur 4, à rénover intégralement. Il comprend une entrée, un très grand séjour sur le boulevard, une salle de bains sans fenêtre, des WC indépendants et 4 pièces côté cour : la cuisine, le salon, un couloir et 2 grandes chambres. Charme de l’ancien avec belle hauteur sous plafond de 3m10 et tomettes. Travaux à prévoir : cuisine et salle de bains, sols, peintures (murs et plafonds), mise aux normes de l’électricité, isolation, système de chauffage (gaz actuellement), réfection de la cage d'escalier. Le bien est équipé du double vitrage, du chauffage gaz, d’une porte blindée. Volets en bois en très bon état.  Une cave au sous-sol et un réduit au 4è complètent le bien. Au calme et proche de toutes les commodités : tramway, bus, commerces, gare Saint-Charles. Possibilité de garage au 99, Bd de la Libération, en sus.
Taxe foncière : 2700 euros / an ; charges de copro : 110 euros / mois.",Marseille 1,2806.98,43.3066116,5.3840371
13,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/senas-13/1857542,Achat :Maison / villa- Senas - Bouches-du-Rhône (13),Maison / villa,- Senas - Bouches-du-Rhône (13),410000,161.5,5,"SENAS - Vente IMMO INTERACTIF - qaurtier du chemin du Pigeonnier, proche du centre-ville - Maison récente T5, plus un studio attenant, jardin, piscine - cusine d'été surde 700m² de tarrain -  PRIX 1ere OFFRE 410 000€ hono négo inclus -  La villa T5 de 123m²comprend en rez de chaussée: un vaste salon/séjour/ cuisine, un dégagement, 2 chambres, un bureau/chambre, une salle de bains, un placard et un WC, à l’étage : un espace chambre/bureau/salle de jeu de 31m² - Attenant à la maison le studio de 39m² ( ancien garage), une buanderie/atelier, un bar/cuisine d’été, une piscine 7X3.5, forage,  espace vert, stationnements - Classe énergie : B - Classe climat : A - Montant estimé des dépenses annuelles d'énergie pour un usage standard : 1038 à 1404 € (base 2022)-  Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www. Géorisques. Gouv. fr- Réf: (059/3287)  Pour toute information complémentaire et VISITE, veuillez contacter Jérôme Gourdon 0619198579",Senas,2538.7,43.7446686,5.078624
13,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/marseille-10-13010/1732104,Achat :Appartement T3- Marseille 10 - Bouches-du-Rhône (13),Appartement T3,- Marseille 10 - Bouches-du-Rhône (13),164750,64.05,3,"Proximité St-Tronc / Lycée Jean Perrin, résidence les Roches (10è arrondissement), T3 traversant de 64 m² avec 2 loggias de 3,5m², un cellier de 4 m² vendu loué (loyer de 696 euros nets mensuels), au 1er étage de la résidence des années 65 sans ascenseur. Cet appartement en excellent état comprend un séjour donnant sur un balcon, une cuisine équipée donnant sur la loggia et le cellier faisant office de buanderie et arrière-cuisine.  Le coin nuit (2 belles chambres et une salle de bains) est séparé. Chauffage individuel au gaz, double vitrage. Accès autoroute en 2 minutes. Taxe foncière 1263 euros / an ; charges de copropriété : 110 euros / mois.",Marseille 10,2572.21,43.2821181,5.4157957
13,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/lancon-provence-13/1867185,Achat :Maison / villa- Lancon Provence - Bouches-du-Rhône (13),Maison / villa,- Lancon Provence - Bouches-du-Rhône (13),260000,92.49,3,"LANCON Provence - Le Hameau du Devanson - 3 Rue Lafayette --- VENTE IMMO INTER ACTIF --- VISITES LIBRES  Mercredi 10 Décembre de 15h à 17h ---  Maison à raffraichir de PLAIN PIED de 92 m² NON MITOYENNE et comprenant : entrée, salon/séjour avec cheminée à foyer ouvert , cuisine séparée (simple cloison), 3 chambres, salle de bain,  wc séparé . Fenêtres PVC double vitrage récent , combles réisolées avec 20 cm laine de roche. Garage de 20 m².  le tout édifié sur un jardin piscinable entièrement clos de murs de 596 m² tout autour de la maison.  Classe énergie : D - Classe climat : B -  Montant estimé des dépenses annuelles d'énergie pour un usage standard : 1420 à 1960 € (base 2021/2022/2023) - PRIX de la 1ère OFFRE possible : 260 000 euros Hon. Négociation Inclus charge acq. Réf : 059/864 Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www. georisques.fr - Pour toutes informations complémentaires, veuillez contacter Sophia GINI 06.09.80.84.03",Lancon Provence,2811.11,43.5913062,5.1258628
13,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/marseille-09-13009/1828026,Achat :Appartement T4- Marseille 9 - Bouches-du-Rhône (13),Appartement T4,- Marseille 9 - Bouches-du-Rhône (13),185000,72.04,4,"La Rouvière 13009 Marseille - Appartement T3/4, 72.04 m², composé d'une entrée avec rangements, séjour, salon (ou 3ème chambre), cuisine séparée avec loggia / buanderie, dégagement, deux chambres avec rangements dont une avec balcon fermé, salle d'eau, toilettes, cave. En étage élevé, ce bien bénéficie d'une triple exposition offrant une vue panoramique de toutes les pièces. Rare.",Marseille 9,2568.02,43.2524772,5.4138202
13,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/marseille-05-13005/1867692,Achat :Appartement T1- Marseille 5 - Bouches-du-Rhône (13),Appartement T1,- Marseille 5 - Bouches-du-Rhône (13),99000,22.3,1,"Timone  13005 Marseille - LOYER VERSE QUELQUE SOIT L'OCCUPATION / INVESTISSEMENT ULTRA SECURISE / INVESTISSEZ EN RESIDENCE SERVICE. Studio 22.30 m² Carrez + balcon, en parfait état, tout équipé (lave-vaisselle, frigo, micro-ondes, hotte, plaques). Ce bien est loué par la BNP qui garantit et paye le loyer( 7248 €/ an) ainsi que la presque totalité des charges. Loyer mensuel : 604 €",Marseille 5,4439.46,43.2919477,5.3949902
13,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/marseille-09-13009/1812470,Achat :Appartement T4- Marseille 9 - Bouches-du-Rhône (13),Appartement T4,- Marseille 9 - Bouches-du-Rhône (13),181900,71.42,4,"Nouveau Parc Sévigné 13009 - Appartement T4, 71.42 m² carrez, composé d'une entrée, séjour ouvrant sur balcon, cuisine séparée, dégagement, trois chambres dont deux avec accès balcon, dressing, salle de bains, toilettes séparés, cave. Au 15ème étage avec ascenseur, ce bien traversant offre une vue mer panoramique unique. A rénover (sauf double vitrage).",Marseille 9,2546.91,43.2524772,5.4138202
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/ecully-69/1866354,Achat :Appartement T3- Ecully - Rhône (69),Appartement T3,- Ecully - Rhône (69),209000,67.01,3,"La Vernique, proche clinique du Val d'Ouest, dans une résidence récemment rénovée avec gardien, tennis et parking libre niché dans un écrin de verdure, appartement T3 de 67,01 m² avec beau balcon sans vis-à-vis orienté à l'Ouest.
Situé au 2ème étage avec ascenseur, l'appartement comprend : une entrée, un séjour lumineux de 25 m² ouvrant sur un agréable balcon de 6 m² avec vue sur le parc, cuisine attenante, deux chambres au calme sur jardin dont une avec placard double, une salle de bains avec baignoire et WC séparé.
Une cave de 6m² en sous-sol et un grand parking résidents libre.
Court de tennis dans la résidence.
Rénovation énergétique avec isolation de la façade en 2023.
Chauffage collectif au gaz.
Double vitrage sur séjour.
Copropriété de 185 lots à usage d'habitation.
Charges annuelles 2024  : 2435 € incluant chauffage et eau.
Dernière AG : 23/06/2025
Les risques auxquels sont exposés le bien sont consultables sur le site www.georisques.fr",Ecully,3118.94,45.7754498,4.7785644
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/lyon-09-69009/1856894,Achat :Appartement T4- Lyon 9 - Rhône (69),Appartement T4,- Lyon 9 - Rhône (69),239000,84.54,4,"Secteur Piemente, 5 minutes à la Gare de Vaise et du métro D, dans une copropriété arborée avec gardien de 1964 en bordure d'un sentier pédestre, appartement T4 traversant et très lumineux de 84,54 m² avec belle loggia de 10 m² offrant une vue dégagée.
L'appartement situé au 4ème étage avec ascenseur comprend : agréable et lumineuse pièce de vie de plus de 40 m² composée d'un hall d'entrée avec placard ouvert sur le séjour donnant sur une loggia de 10 m² offrant une vue dégagée et sans vis-à-vis, cuisine de 11 m² entièrement équipée, trois chambres dont une donnant sur la loggia, salle de bains équipée d'un meuble vasque et d'une douche, WC séparé.
Une cave de 5 m² en sous-sol.
Un garage fermé de 16,21 m²
Double vitrage.
Chauffage collectif urbain.
Copropriété de 141 lots dont 56 principaux.
Charges annuelles : 3220 € incluant le chauffage et l'eau.
Pas de travaux votés.
Ravalement effectué en 2019.",Lyon 9,2827.06,45.7835048,4.8021668
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/decines-charpieu-69/1851146,Achat :Appartement T3- Decines Charpieu - Rhône (69),Appartement T3,- Decines Charpieu - Rhône (69),175000,52.56,3,"A vendre appartement Type 2 lumineux de 52,56 m² – Dernier étage avec balcon, parking et cave – Quartier Le Mollard
Au 3ᵉ et dernier étage avec ascenseur d’une petite copropriété sécurisée, découvrez cet agréable appartement traversant Est/Ouest offrant une vue dégagée et un cadre de vie apaisant, à deux pas de la place Barbusse et de toutes les commodités.
Dès l’entrée, le hall avec son grand placard annonce un espace bien pensé, à la fois fonctionnel et accueillant. Le salon – salle à manger, lumineux et convivial, s’ouvre sur un beau balcon de 9 m², parfait pour profiter d’un extérieur.
La chambre, spacieuse et calme, profite elle aussi d’un accès direct au balcon, créant une belle continuité entre intérieur et extérieur.
La cuisine indépendante, aménagée et équipée, offre un espace pratique et agréable au quotidien.
La salle d’eau, récemment rénovée, apporte une touche moderne et raffinée, tandis que les toilettes indépendantes complètent l’agencement.
En sous-sol, une cave de 4 m² offre un espace de rangement appréciable, et une place de parking privative se situe à l’intérieur de la résidence sécurisée.",Decines Charpieu,3329.53,45.773606,4.9633314
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/neuville-sur-saone-69/1869471,Achat :Maison / villa- Neuville Sur Saone - Rhône (69),Maison / villa,- Neuville Sur Saone - Rhône (69),428000,98.0,3,"Au cœur de la commune de NEUVILLE SUR SAÔNE (69250), dans le quartier recherché et dénommé ""la Tatière"" à proximité immédiate de toutes les commodités, maison individuelle d'habitation traditionnelle des années 1960 rénovée et parfaitement entretenue. Elevée sur un sous-sol total semi-enterré à usage de garage, atelier, cave, pièce d'eau, wc, chaufferie et pièces annexes, la partie principale d'habitation se situe au premier de plain pied et représente une superficie habitable d'environ 98 m² qui se compose, d'un hall d'entrée, d'un grand séjour, une cuisine, trois chambres, salle d'eau, wc et dégagement. Chauffage central au gaz de ville avec chaudière récente à condensation de marque FRISQUET. La maison dispose également de menuiseries récentes en aluminium avec store roulant électriques et d'une façade isolée par l'extérieur sur l'ensemble du bâti. terrasse extérieure, L'ensemble immobilier est édifié sur un terrain attenant tout autour d'une contenance totale de 570m² arboré et végétalisé. 428 000 euros honoraires de négociation compris charge acquéreur.
Diagnostique de Performance Energetique :
Consommation : 212 kWh / m² / an, Classe : D
Émissions : 45 kg CO2 / m² / an, Classe : D
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.
Hervé COCHET service négociation SCP Mes ANGLADE Frédéric, BOUDIER Sal de Saône, 2 bis rue Jacques à  NEUVILLE SUR SAÔNE (69250)  06.24.40.21.14 ou 04.78.91.30.16",Neuville Sur Saone,4367.35,45.8765557,4.8395051
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/villeurbanne-69/1869937,Achat :Appartement T4- Villeurbanne - Rhône (69),Appartement T4,- Villeurbanne - Rhône (69),249000,81.85,4,"Découvrez cet appartement T4 en étage élevé (5ème) dans résidence avec ascenseur, idéalement situé au 127 Rue Léon Blum. Bénéficiant d'une situation privilégiée, vous êtes à quelques pas seulement du Médipôle et de toutes les commodités.
La pièce de vie principale est un salon/séjour lumineux qui bénéficie d'un accès direct à un balcon, parfait pour profiter des beaux jours. La cuisine est séparée et prolongée par une loggia, offrant ainsi un espace fonctionnel et pratique.
L'espace nuit est composé de deux chambres. L'appartement dispose également d'une salle d'eau et d'un WC séparé. Pour un confort optimal dans ce secteur très demandé, ce bien est vendu avec un garage privatif ainsi qu'un parking collectif.
La copropriété a récemment fait l'objet de travaux majeurs de rénovation, notamment la mise en place d'une Isolation Thermique par l'Extérieur (ITE). Ces travaux garantissent une excellente performance énergétique du bâtiment et contribuent à la maîtrise des charges de copropriété.
Parc pour enfants dans la résidence. Vue dégagée.
Chauffage urbain (70% privé/30% collectif)
charges de copropriété /trimestre: 745€
Cet appartement est une opportunité à saisir rapidement.",Villeurbanne,3042.15,45.7733573,4.8868454
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/lyon-06-69006/1812954,Achat :Appartement T3- Lyon 6 - Rhône (69),Appartement T3,- Lyon 6 - Rhône (69),340000,59.88,3,"Lyon 6 – Rare à la vente !
Au cœur d’un quartier recherché, découvrez ce charmant T3 de 60 m² situé au 3ᵉ étage sur 7 d’une résidence sécurisée avec ascenseur.
La pièce de vie, baignée de lumière, s’ouvre sur une cuisine équipée moderne et un agréable balcon de 7 m², parfait pour profiter des beaux jours. Les deux chambres parquetées offrent confort et chaleur, dont une avec accès direct à l’extérieur. Un dressing fonctionnel complète l’entrée, tandis que la salle d’eau avec douche et WC a été pensée pour optimiser l’espace.
En sous-sol, une cave d’environ 4 m² vient parfaire ce bien.
Son emplacement dans le 6ᵉ arrondissement est un véritable atout : commerces, écoles et transports sont accessibles à pied, et le parc de la Tête d’Or se trouve à seulement quelques minutes.
Cet appartement allie confort, praticité et situation idéale. Une opportunité sans tarder.",Lyon 6,5678.02,45.7764254,4.8501141
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/porte-des-pierres-dorees-69/1784236,Achat :Maison / villa- Jarnioux - Rhône (69),Maison / villa,- Jarnioux - Rhône (69),291200,114.0,4,"Située dans la charmante commune de Jarnioux, cette maison de 114 m², construite en 1977, est implantée sur un terrain arboré de 2210 m².
Exposée plein sud, elle bénéficie d’une vue dégagée sans vis-à-vis, avec notamment une vue imprenable sur le château de Jarnioux depuis le balcon. Idéale pour les amoureux de calme et de nature.
Des travaux de rafraîchissement sont à prévoir, offrant un beau potentiel de personnalisation.
Le bien comprend : Quatre chambres, dont une au sous-sol, une cuisine séparée, un séjour lumineux de près de 28 m², ouvert sur un balcon, une salle d'eau et un WC indépendant, un bureau, idéal pour le télétravail ou une activité indépendante.
Une terrasse pour profiter des extérieurs avec barbecue en pierre, deux garages complète se bien.
Diagnostics de performance énergétique (DPE) :
Classe énergie : F (362 kWh/m²/an)
Classe climat : C (12 kg CO₂/m²/an)
Informations sur les risques disponibles sur : www.georisques.gouv.fr
Pour plus d'informations ou organiser une visite, n'hésitez pas à contacter notre service négociation au 07.50.74.68.67",Jarnioux,2554.39,45.9641542,4.6294382
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/craponne-69/1837852,Achat :Appartement T3- Craponne - Rhône (69),Appartement T3,- Craponne - Rhône (69),270400,86.45,3,"Situé dans le centre de Craponne, à proximité des commerces et transports (bus C24 direction Gorge de Loup,C22, 147, 2EX), dans une résidence fermée, sécurisée avec espaces verts, ce grand T3 (poss T4) de 86.45 m2 est situé au 2ème et dernier étage.
Il se compose d’une entrée avec placard, d’une cuisine équipée avec accès au balcon (exposé sud, superbe vue dégagée) et ouverte sur le séjour double (poss 3ème chambre), un dégagement desservant deux chambres, une salle de bain avec fenêtre, wc séparé.
Vendu libre avec une cave et une place de parking.
Au calme, en retrait de la rue. Lumineux. Rafraîchissement à prévoir.
À découvrir dès maintenant !
Contact Julie Mattelon : 06.25.17.02.71",Craponne,3127.82,45.743476,4.7231057
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/brindas-69/1858372,Achat :Maison / villa- Brindas - Rhône (69),Maison / villa,- Brindas - Rhône (69),280800,95.65,2,"Située dans un environnement calme et à proximité immédiate du centre de Brindas, cette maison indépendante des années 50 est implantée sur une parcelle arborée d’environ 350 m².
Elle se compose, au rez-de-chaussée d’une entrée avec placard, d’une chambre équipée d’un dressing, d’un cellier, d’une salle de bains, de WC ainsi que d’un garage.
À l’étage, vous trouverez un séjour, une cuisine, une chambre supplémentaire et une véranda de 30 m², chauffée et climatisée, offrant un agréable espace de vie en toute saison.
L’environnement est particulièrement paisible, tout en restant proche des commerces, des écoles et des transports.
Chauffage individuel au gaz. Climatisation à l’étage.
Travaux de rénovation à prévoir.
Audit énergétique en cours.
Contact Julie Mattelon: 06.25.17.02.71",Brindas,2935.7,45.7206375,4.6940681
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/lyon-01-69001/1849236,Achat :Appartement T2- Lyon 1 - Rhône (69),Appartement T2,- Lyon 1 - Rhône (69),185000,53.32,2,"Nous avons le plaisir de vous proposer à la vente cet appartement de type T2 situé au 5ème étage d'une copropriété bien entretenue dans le quartier du Clos Jouve sur LA CROIX-ROUSSE
Ce bien comprend une entrée, une grande chambre, un séjour donnant sur un balcon, une cuisine, une salle d'eau, un WC indépendant, une cave et un box dans la cour intérieure.
Le bien est vendu loué, le montant du loyer actuel est de 841,30€
Proche de toutes commodités : commerces, écoles, hôpital ..
Métro à proximité.
Pour plus de renseignements contactez Lionel AUBERTIN au 07 88 16 09 01",Lyon 1,3469.62,45.7700984,4.8265826
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/venissieux-69/1848459,Achat :Appartement T2- Venissieux - Rhône (69),Appartement T2,- Venissieux - Rhône (69),167000,50.06,2,"Nous avons le plaisir de vous proposer à la vente cet appartement de type T2 situé au 1er étage d'une copropriété récente proche de la gare de VENISSIEUX.
Ce bien comprend un séjour, un coin cuisine, une chambre, une salle d'eau et un grand balcon  de 15 m2.
En outre ce bien dispose en sous-sol d'un box fermé offrant un stationnement pour une voiture.
Proche de toutes commodités : commerces, écoles, hôpital ..
Métro et tramway à proximité.
Pour plus de renseignements contactez Lionel AUBERTIN au 07 88 16 09 01",Venissieux,3336.0,45.6977109,4.8855966
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/lyon-03-69003/1869356,Achat :Appartement T4- Lyon 3 - Rhône (69),Appartement T4,- Lyon 3 - Rhône (69),249600,61.78,4,"Au 5ème étage, un appartement comprenant: hall, salle de bains, wc, cuisine, salon, une chambre et une cave",Lyon 3,4040.14,45.7513435,4.8760361
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/villefranche-sur-saone-69/1853754,Achat :Appartement T4- Villefranche Sur Saone - Rhône (69),Appartement T4,- Villefranche Sur Saone - Rhône (69),136500,72.1,4,"Appartement en bon état général situé au deuxième étage avec ascenseur à Villefranche-sur-Saône, comprenant un salon séjour avec accès au balcon, une cuisine et sa loggia, deux chambres, débarras, une salle d'eau et un WC séparé.. Il dispose d'une salle d'eau et d'un WC. Pour compléter le tout vous disposerez d'un garage et d'une cave.
Bien vendu soumis au statut de la copropriété
- Nombre de lots de copropriété dans l'immeuble : 124
Diagnostique de Performance Energétique
Consommation : 260 kWh / m² / an, Classe : E
Émissions : 44 kg CO2 / m² / an, Classe : D
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.",Villefranche Sur Saone,1893.2,45.9864749,4.726611
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/villefranche-sur-saone-69/1859267,Achat :Appartement T4- Villefranche Sur Saone - Rhône (69),Appartement T4,- Villefranche Sur Saone - Rhône (69),199000,72.28,4,"Bel appartement  situé à Villefranche-sur-Saône face à Notre Dame de Mongré, d'une surface de 72.28 m² Loi carrez, comprenant 4 pièces:
un hall d'entrée, salon/séjour, cuisine avec accès à la loggia (1.44m²), salle de bains, w.c, 2 chambres et grand placard dans le couloir.
Le séjour, d'une superficie de 26.23 m², est très lumineux grâce à ses deux baies vitrées avec accès sur le balcon de 4.3m².
Il comprend également une cave de 4.5m² et un garage de 15m².
Diagnostique de Performance Energetique :
Classe consommation : F (391 kWh / m² / an)
Classe émissions : F (85 kg CO2 / m² / an)
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.",Villefranche Sur Saone,2753.18,45.9864749,4.726611
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/denice-69/1823012,Achat :Maison / villa- Denice - Rhône (69),Maison / villa,- Denice - Rhône (69),291200,192.0,4,"Maison à vendre située sur la commune de Denicé constitué de deux logements se partageant une cour. Ce bien dispose de plusieurs dépendances, cave, atelier, garage. Une piscine est présente sur le terrain de 1403 m².
L'état général de la maison est à rénover. Le chauffage est assuré par un système au gaz propane commun au deux habitations.
Diagnostique de Performance Energétique
Classe consommation : F
Classe émissions : E
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.",Denice,1516.67,46.0012306,4.645956
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/montanay-69/1868252,Achat :Maison / villa- Montanay - Rhône (69),Maison / villa,- Montanay - Rhône (69),570000,196.0,5,"sur la commune de MONTANAY (69250), soit une maison ancienne de type ferme en grande partie rénovée et représentant une surface habitable totale d'environ 196 m² avec un appartement indépendant aménagé de type 2. La maison principale d'habitation est composée au rez-de-chaussée d'un hall d'entrée, salon-séjour, cuisine, bureau, salle de bains, wc et dégagement et au premier étage, deux chambres, bureau, salle d'eau, dressing et dégagement, au second niveau deux chambres et combles aménageables, dépendances, cave climatisée, atelier, le tout sur un terrain attenant d'une contenance totale de 1360 m² avis piscine hors sol , l'ensemble immobilier se situe en zone constructible URi2b  de la commune de MONTANAY. 570 000 euros compris les honoraires de négociation charge vendeur.
Diagnostique de Performance Energetique
- Classe consommation : D
- Classe émissions : C
Hervé COCHET service négociation SCP Mes ANGLADE Frédéric, BOUDIER Sal de Saône, 2 bis rue Jacques à  NEUVILLE SUR SAÔNE (69250)  06/24/40/21/14 ou 04.78.91.30.16",Montanay,2908.16,45.8781153,4.8602097
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/caluire-et-cuire-69/1816877,Achat :Appartement T5- Caluire Et Cuire - Rhône (69),Appartement T5,- Caluire Et Cuire - Rhône (69),260000,76.24,5,"À VENDRE // APPARTEMENT T5 8ème et dernier étage // CALUIRE-ET-CUIRE (69300) - 48 rue des Margnolles
Un bien idéal pour une famille ou un projet de vie recherchant espace, confort et sérénité aux portes de Lyon !
Notasaxe vous propose en exclusivité ce spacieux appartement traversant de 76,24 m² Carrez (79,15 m² au sol) situé au 8ème et dernier étage d’une résidence bien entretenue et gardiennée.
Il se compose d’une entrée, d’une cuisine indépendante, d’un séjour lumineux exposé Sud-Est, de trois chambres, d’une salle d’eau et de toilettes séparées. En annexe : une cave et la possibilité d’acquérir un garage en supplément.
Vous apprécierez ses vues dégagées panoramiques sur Lyon, son exposition traversante sans vis-à-vis, sa luminosité et son calme absolu. Les volumes sont agréables et l’agencement optimisé.
- Chauffage au sol collectif (chauffage urbain), eau froide collective et eau chaude individuelle électrique ;
- Taxe foncière 989€ et charges de copropriété 2 714€ par an ;
- Local vélo ;
- Gardien ;
- Cave en annexe ;
- Garage en supplément ;
- Proximité avec les transports (métro C 'Cuire' 10 minutes à pied) et les lignes de bus C1, C13 et 38 ;
- Etablissements scolaires, sportifs et culturelles.
Pour en savoir plus, contactez Margot LOYER 06.70.44.30.49
Honoraires inclus de  4.17% TTC  à la charge de l'acquéreur. Prix hors honoraires 249 600 €. Dans une copropriété de 204 lots. Quote-part moyenne du budget prévisionnel 2 714 €/an. Aucune procédure n'est en cours. Classe énergie E, Classe climat D Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1830.00 € et 2520.00 € sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr.",Caluire Et Cuire,3410.28,45.7969952,4.8423304
