Departement,URL,Titre,Type_Bien,Localisation,Prix,Surface_m2,Nb_Pieces,Description
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/lyon-06-69006/1853468,Achat :Appartement T2- Lyon 6 - Rhône (69),Appartement T2,- Lyon 6 - Rhône (69),290000,55.43,1,"LYON 6ème (69006).
Adresse : rue Vauban
T2 de 55,43 m² CARREZ au 3 ème étage sans ascenseur exposé Sud et Ouest.
Comprenant : hall d’entrée, séjour ouvrable sur cuisine, cuisine équipée avec coin
buanderie, chambre avec placards et salle d’eau avec WC intégré.
Appartement en parfait état ayant conservé le charme de l'ancien: belle hauteur sous plafond, parquets chênes, tomettes, cheminée.
Vendu avec un grenier et une cave, local vélo dans l'immeuble.
Taxe foncière : 663 €
Charges annuelles de copropriété : 543 €"
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/lyon-01-69001/1840704,Achat :Appartement T3- Lyon 1 - Rhône (69),Appartement T3,- Lyon 1 - Rhône (69),210000,50.95,2,"PLACE LOUIS PRADEL/ VENDU LOUE
LYON 1er arrondissement (69001).
T3 bis de 50,95 m² Carrez pour 68 m² au sol, au 6ème et dernier étage (ascenseur jusqu'au 5 ème étage) d’un bel immeuble ancien.
Comprenant : hall d'entrée, séjour, cuisine indépendante, 2 chambres dont une avec alcôve, salle de bains, dégagement avec placards et WC.
Appartement vendu loué:
Montant du loyer hors charges : 741 €/mois.
Loyer charges comprises : 762 €/mois.
Charges annuelles de copropriété : 630,24 €.
Taxe foncière : 751 €."
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/arnas-69/1814640,Achat :Appartement T3- Arnas - Rhône (69),Appartement T3,- Arnas - Rhône (69),155000,53.6,2,"Appartement duplex situé à Arnas LA GRANGE PERRET, il se compose d'un salon séjour cuisine ouverte en rez-de-jardin, à l'étage vous trouverez de deux chambres mansardées, une salle d'eau ainsi qu'un WC séparé. Pour compléter le tout vous disposerez de deux places de parking privatives et d'un local faisant office de cave.
Bien vendu soumis au statut de la copropriété
- Nombre de lots de copropriété dans l'immeuble : 84
- Montant moyen annuel des charges payées par le vendeur : 1022 €
Diagnostique de Performance Energétique
Consommation : 174 kWh / m² / an, Classe : C
Émissions : 5 kg CO2 / m² / an, Classe : A
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr."
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/lyon-07-69007/1819123,Achat :Appartement T3- Lyon 7 - Rhône (69),Appartement T3,- Lyon 7 - Rhône (69),268000,68.85,2,"À VENDRE INVESTISSEMENT LOCATIF TAUX RENTABILITE NETTE 3% // APPARTEMENT T3 5ème et dernier étage // 19 rue Claude Veyron LYON 7ème
Dans un quartier vivant et parfaitement desservi, cet appartement représente une opportunité idéale pour un investissement.
Découvrez ce bel appartement traversant de 68,85 m² Carrez (74,25 m² avec balcons), situé au 5ème et dernier étage d’une résidence soignée.
Une entrée couloir desservant toutes les pièces, une cuisine ouverte sur un 1er balcon, deux chambres, une salle de bain et un séjour ouvert sur un 2ème balcon. Il dispose d'une exposition principale SUD-OUEST lui faisant bénéficier d'une belle luminosité, double vitrage, étage élevé et excellent état intérieur.
En annexe, un garage et une cave.
Actuellement loué en bail nu depuis le 08 août 2024, il constitue un placement sûr et immédiat avec une rentabilité nette de 3 %.
- Chauffage + eau froide sont collectifs avec répartiteurs. Eau chaude individuelle électrique ;
- Taxe foncière 1 157€ et charges de copropriété 2 878€ par an ;
- Cave + garage en annexe (compris dans le prix) ;
- Proximité avec les transports (métro D 'Garibaldi' 600m / Tram T4 'Lycée Colbert') et nombreuses lignes ;
- Parc Blandan, établissements scolaires, sportifs et culturelles.
Pour en savoir plus, contactez Margot LOYER 06.70.44.30.49
Honoraires inclus de  4.75% TTC  à la charge de l'acquéreur. Prix hors honoraires 255 838 €. Dans une copropriété de 165 lots. Quote-part moyenne du budget prévisionnel 2 878 €/an. Aucune procédure n'est en cours. Classe énergie E, Classe climat E Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1620.00 € et 2240.00 € sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr."
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/lyon-03-69003/1779880,Achat :Appartement T3- Lyon 3 - Rhône (69),Appartement T3,- Lyon 3 - Rhône (69),245000,63.0,1,"Un bien à venir découvrir, parfait pour un premier achat ou un investissement locatif !
À VENDRE // APPARTEMENT T2/T3 // Lyon 3ème - Avenue Félix Faure - Archives Departementales
Situé au 1er étage d’un immeuble bien entretenu, ce bel appartement traversant Nord-Sud de 63 m² séduira par sa luminosité, ses éléments de charme (parquet, cheminée) et son fort potentiel d’aménagement.
Il se compose d’une entrée, menant :
sur la gauche à une cuisine indépendante, aménagée et équipée (plaque de cuisson et hotte) ;
en face, à une pièce de vie de 18 m² ouverte sur une vaste alcôve de 11 m², menant à la salle de bain ;
d’une chambre de 9 m², accessible depuis le séjour et possibilité d'en créer une 2ème ;
de WC séparés.
Une cave vient compléter ce bien.
Caractéristiques techniques :
Chauffage individuel électrique et eau chaude individuelle électrique ;
Taxe foncière : 506 €
Charges de copropriété annuelles : 1 972 €
Environnement :
Idéalement situé dans un quartier dynamique et vivant, à proximité immédiate de la gare Part-Dieu, des commerces et de nombreux transports en commun (bus C9, C11, C13, C16, C25, 69 et tramway T4).
Pour en savoir plus, contactez Margot LOYER 06.70.44.30.49
Honoraires inclus de  5.26% TTC  à la charge de l'acquéreur. Prix hors honoraires 232 750 €. Dans une copropriété de 20 lots. Quote-part moyenne du budget prévisionnel 1 968 €/an. Aucune procédure n'est en cours. Classe énergie E, Classe climat B Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2021 : entre 1260.00 et 1740.00 €. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr."
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/vernaison-69/1779074,Achat :Appartement T2- Vernaison - Rhône (69),Appartement T2,- Vernaison - Rhône (69),180000,59.47,1,"EXCLUSIVITÉ NOTASAXE - Charmant T2  avec vue sur le Rhône à Vernaison (secteur sud) Route de givors - COUP DE COEUR
Dans un environnement calme et verdoyant, découvrez cet agréable appartement 2 pièces, situé en rez-de-chaussée surélevé d'une résidence pleine de charme. Entièrement rénové avec soin, il offre un bel espace de vie ouvert sur une véranda lumineuse, elle-même prolongée par un balcon intimiste avec une vue dégagée, sans aucun vis-à-vis.
L’appartement se compose d’un séjour avec cuisine ouverte, aménagée et équipée (plaques à induction), d’une chambre confortable, d’une salle d’eau moderne et de WC séparés. Une place de parking en extérieur vient compléter le bien.
- Chauffage collectif et eau froide collective ;
- Eau chaude sanitaire individuelle électrique ;
- Aucun travaux à prévoir ;
- Salon - Véranda isolée par le toît ;
- Place de parking en extérieur ;
Vous serez séduit par la douceur de vivre qu’il propose avec son cadre paisible, une belle luminosité, sa rénovation de qualité et un accès direct à la nature… tout en restant bien connecté à Lyon grâce aux lignes de bus 78 et 15E à proximité.
Un bien rare dans le secteur, à découvrir sans tarder.
Pour en savoir plus, contactez Margot LOYER 06.70.44.30.49
Honoraires à la charge du vendeur.  Dans une copropriété de 26 lots. Quote-part moyenne du budget prévisionnel 2 400 €/an. Aucune procédure n'est en cours. Classe énergie C, Classe climat C Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1000.00 € et 1400.00 € sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr."
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/ste-foy-les-lyon-69/1779073,Achat :Appartement T4- Ste Foy Les Lyon - Rhône (69),Appartement T4,- Ste Foy Les Lyon - Rhône (69),420000,119.0,3,"Un bien rare à découvrir sans tarder, idéal pour une famille en quête d’espace, de calme et de verdure, tout en restant proche du centre-ville !
À VENDRE // APPARTEMENT T4-T5 // SAINTE-FOY-LÈS-LYON (69110) – LIMITE CENTRE / CHAVRIL
Emplacement privilégié, Rue Georges Clémenceau, entre les quartiers du Centre et de Chavril, dans un environnement calme et résidentiel, Notasaxe vous propose ce bel appartement traversant de 119 m², situé au 2ᵉ étage d'une résidence sécurisée avec ascenseur et jardin clos.
Cadre de vie agréable, un chemin piéton mène directement à l’avenue Vailoud, alliant tranquillité et accessibilité.
Beaux volumes et luminosité, l’appartement comprend :
un hall d’entrée,
une cuisine indépendante,
un double séjour lumineux de 32 m² ouvrant sur un balcon Est-Ouest,
trois chambres avec accès à un second balcon,
une salle de bain et deux WC séparés.
Vue dégagée sur Lyon, sans vis-à-vis, les larges baies vitrées offrent une belle lumière naturelle et une vue panoramique.
Prestations complémentaires, gardien, cave, double vitrage, chauffage et eau chaude collectifs, local vélo, accès sécurisé (interphone, visiophone, vigik).
Un garage fermé en sous-sol peut être acquis en supplément du prix de vente.
Environnement familial, à proximité immédiate des parcs Marius Bourrat et du Brûlet, des écoles, commerces et transports. Centre-ville de Lyon à 15 min (gare de Perrache à 4 km, Bellecour à 5 km).
Pour en savoir plus, contactez Margot LOYER 06.70.44.30.49
Honoraires à la charge du vendeur.  Dans une copropriété de 114 lots. Quote-part moyenne du budget prévisionnel 6 636 €/an. Aucune procédure n'est en cours. Classe énergie C, Classe climat C Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1500.00 € et 2070.00 € sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr."
69,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/lyon-06-69006/1794413,Achat :Appartement T2- Lyon 6 - Rhône (69),Appartement T2,- Lyon 6 - Rhône (69),310000,53.16,1,"Un appartement de deux pièces lumineux en bon état situé au septième étage.
Cet appartement bénéficie d'un espace de vie agréable avec un grand salon et une cuisine ouverte.
L'appartement est complété par une cave.
Le bien est situé à proximité immédiate des commerces notamment ceux du cours Vitton et des transports (Métro A Masséna, Métro B Brotteaux, C1, C3, C5, C6, C13, C23)"
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/bagneres-de-luchon-31/1678001,Achat :Maison / villa- Bagneres De Luchon - Haute-Garonne (31),Maison / villa,- Bagneres De Luchon - Haute-Garonne (31),296800,222.0,6,"IMMEUBLE DE RAPPORT – CENTRE-VILLE, PROCHE PLACE DU MARCHE
Situé en plein cœur de la ville, à deux pas de la place du marché, cet ensemble immobilier offre une surface habitable d’environ 222 m², répartie sur trois niveaux :
o Rez-de-chaussée : 1 appartement T1bis d’environ 34 m² ; 1 appartement T1 d’environ 22 m² ; 1 grande pièce de 29 m² pouvant être aménagée en celliers privatifs pour chaque logement
o 1er étage : 1 appartement T3 d’environ 75 m²
o 2ème étage : 1 appartement T3 d’environ 75 m²
LES + :
• Emplacement central et recherché
• Potentiel locatif intéressant avec 4 logements distincts
• Emplacement stratégique pour la location longue ou saisonnière
• Proximité immédiate des commerces et commodités
Prix : 296 800 € Honoraires à la charge du vendeur
Réf : 052/420
Risques naturels et technologiques : consultez www.georisques.gouv.fr"
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/toulouse-31/1783199,Achat :Maison / villa- Toulouse - Haute-Garonne (31),Maison / villa,- Toulouse - Haute-Garonne (31),873600,200.0,5,"Maison de style art déco située dans un quartier prisé et calme de Toulouse.
La roseraie est un quartier résidentiel, proche de toutes commodités et des accès routiers principaux.
La maison est entourée d'un véritable hameau de verdure la préservant de tout vis à vis.
Elle est composée d'une vaste entrée représentée par un porche imposant et unique. Une fois entrée vous trouverez les pièces à vivre au rez de chaussée: une salle de bain, lingerie, un bureau, une salle à manger, une cuisine ouverte  sur la terrasse extérieure, et un coin salon a été aménagé récemment pour plus d'espace et d'intimité.
Nous empruntons une escalier avec puits de jour, séparé à l'étage par une vitre permettant une tranquillité dans le coin nuit.
Au premier étage, nous retrouvons des chambres tout confort, avec chacune une particularité, une salle d'eau, une balcon filant arrondi, une chambre d'enfant, des rangement et une autre salle de bain.
Elle dispose de la climatisation réversible, de matériaux noble, d'une décoration de choix.
Maison au charme indéniable prête à accueillir de nouveaux propriétaires."
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/toulouse-31/1741842,Achat :Maison / villa- Toulouse - Haute-Garonne (31),Maison / villa,- Toulouse - Haute-Garonne (31),235000,75.0,3,"Quartier Pradettes, à 100m du siège de la Dépêche, maison T4 de 75 m² (109 m² de surface totale) sur une parcelle de 217 m².
Cette maison de 1986 comprend au rez-de-chaussée : un salon-salle à manger avec un insert, une chambre, une cuisine donnant sur une véranda et un jardin à l'arrière, un garage, une buanderie et une salle d'eau.
A l'étage deux chambres, une salle de bain, un wc.
Chauffage électrique. Nombreux éléments récents : double vitrage, volets neufs, ballon d'eau chaude, tableau électrique, porte blindée, façade repeinte.
Ligne de bus Tisséo n° 87.
Toutes commodités à proximité immédiate.
DPE : D
Taxe foncière 1546 €.
Nos tarifs sont consultables sur notre site www.chwartzetassocies.notaires.fr
N° SIREN : 820042554
Contact : Vivien LESCAT au 06.75.17.46.36 ou negociation@chwartz.notaires.fr
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr"
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/toulouse-31/1859990,Achat :Appartement T1- Toulouse - Haute-Garonne (31),Appartement T1,- Toulouse - Haute-Garonne (31),81000,19.0,1,"Idéalement situé dans le quartier de saint Michel, à proximité immédiate du métro, des commerces et des universités, ce studio est parfait pour un investisseur ou un premier achat.
Le bien se compose d'une pièce de vie avec kitchenette équipée, d'une salle d'eau avec WC et d'un espace chambre séparé.
Situé dans une copropriété calme, le logement offre un cadre agréable en plein cœur du centre ville.
Construit en 1960, il est en bon état. Le chauffage est électrique et les huisseries sont en bois.
L'appartement est équipé d'une connexion Internet par fibre.
L'appartement est proposé au prix de 81 000€ dont 6000€ d'honoraire de négociation à la charge des acquéreurs."
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/toulouse-31/1851235,Achat :Appartement T3- Toulouse - Haute-Garonne (31),Appartement T3,- Toulouse - Haute-Garonne (31),230000,58.76,2,"Situé au 1er étage avec terrasse d'une résidence neuve de haut standing avec ascenseur et parking en sous sols.
Cet appartement situé à Toulouse, d'une surface de 58.76 m². Il comprend 3 pièces, dont 2 chambres, une cuisine équipée et ouverte sur une pièce à vivre lumineuse. La salle de bain est très fonctionnelle avec une baignoire et un grand meuble vasque et un WC indépendant.
L'appartement est en très bon état avec la climatisation réversible et la cuisine équipée neuve.
La résidence Cogedim récente dispose d'une piscine et de nombreuses allées fleuries. Les parties communes sont de belles qualités.
Cet appartement est proposé au prix de 230 000€ net vendeur avec 11 500€ d'honoraires négociation à la charge acquéreurs.
Diagnostique de Performance Energetique :
- Classe consommation : B (71 kWh / m² / an)
- Classe émissions : B (8 kg CO2 / m² / an)
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr."
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/st-orens-de-gameville-31/1794843,Achat :Maison / villa- St Orens De Gameville - Haute-Garonne (31),Maison / villa,- St Orens De Gameville - Haute-Garonne (31),299000,92.0,3,"Située dans un quartier calme de SAINT-ORENS-DE-GAMEVILLE, maison de plain pied  d'une surface d'environ 92 m², construite en 1960. Ce bien comprend 4 pièces, dont 3 chambres, une cuisine équipée  et un salon/séjour,  une salle d'eau et un WC. Il dispose également d'une terrasse, d'un garage et d'un emplacement de parking. Le chauffage est assuré par un système au fioul. Les huisseries sont en bois avec survitrage. Proche de toutes commodités et transports en commun.
Diagnostique de Performance Énergétique
Classe consommation : F
Classe émissions : F
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr."
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/vieille-toulouse-31/1867813,Achat :Maison / villa- Vieille Toulouse - Haute-Garonne (31),Maison / villa,- Vieille Toulouse - Haute-Garonne (31),569999,145.0,3,"Belle villa d'architecte alliant charme provençal et volumes contemporains, située au calme sur les hauteurs de Vieille-Toulouse.
Sur un parc arboré de plus de 4 000 m², offrant intimité et sérénité, cette villa de plain-pied développe une surface habitable d'environ 145 m², complétée par un sous-sol entièrement aménagé.
Spacieuse et raffinée, elle se compose d'un espace de vie ouvert et lumineux, d'une grande cuisine équipée, d'un vaste espace salle à manger, d'une suite parentale avec salle de bains et dressing, ainsi que de deux chambres supplémentaires dotées d'une salle de bains et de placards optimisés.
Le sous-sol, d'une surface de plus de 100 m², abrite un double garage, un espace de stockage, une buanderie, une pièce de rangement et une véritable cave.
Cette villa, parfaitement entretenue, se distingue par une construction de grande qualité et des finitions soignées.
Le prix de vente de cette propriété est de 570 000 euros.
Pour une visite ou plus d'informations, contactez notre office notarial."
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/tournefeuille-31/1828185,Achat :Appartement T2- Tournefeuille - Haute-Garonne (31),Appartement T2,- Tournefeuille - Haute-Garonne (31),135000,43.0,2,"Tournfeuille, côté avenue de Lardenne, dans la résidence Le Clos Molière, T2 de 43 m² au 2è étage avec balcon et deux places de parking extérieur.
Ce T2 est composé d'une entrée avec placard et wc, d'un séjour avec placard donnant sur un balcon couvert, d'une cuisine séparée, d'une chambre avec placard donnant sur une salle de bain.
Chauffage et eau chaude sanitaire électrique, double vitrage, volets roulants manuels.
Accès proche à la rocade Arc-en-ciel. Toutes commodités à proximité immédiate.
DPE : D
Taxe foncière 1010 €.
Charges de copropriété de 80 € par mois.
Nos tarifs sont consultables sur notre site www.chwartzetassocies.notaires.fr
N° SIREN : 820042554
Contact : Vivien LESCAT au 06.75.17.46.36 ou negociation@chwartz.notaires.fr
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr"
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/toulouse-31/1799745,Achat :Appartement T3- Toulouse - Haute-Garonne (31),Appartement T3,- Toulouse - Haute-Garonne (31),170000,50.0,1,"Minimes, dans une résidence de 1995, T2 bis actuellement loué de 50 m² au 2è étage avec terrasse et place de parking.
Ce T2 bis est composé d'une entrée avec placard donnant sur une salle de bain, d'un séjour avec cuisine donnant sur une terrasse couverte, d'une chambre avec placards et d'un bureau/chambre.
Bien en location depuis le 21/09/2021, loyer actuel 800 € dont 69 € de provisions sur charges
Une place de parking extérieur.
Chauffage et eau chaude sanitaire électrique. Double vitrage.
Toutes commodités à proximité immédiate.
DPE : D
Taxe foncière 1100 €.
Charges de copropriété de 100 € par mois.
Nos tarifs sont consultables sur notre site www.chwartzetassocies.notaires.fr
N° SIREN : 820042554
Contact : Vivien LESCAT au 06.75.17.46.36 ou negociation@chwartz.notaires.fr
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr"
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/fonbeauzard-31/1712359,Achat :Maison / villa- Fonbeauzard - Haute-Garonne (31),Maison / villa,- Fonbeauzard - Haute-Garonne (31),212000,75.0,4,"Fonbeauzard, maison T4 de 75 m² sur une parcelle de 225 m².
Cette maison de 1992 se compose au rez-de-chaussée d'un salon-salle à manger donnant sur une terrasse à l'arrière de la maison et d'un cuisine avec accès sur le garage.
A l'étage trois chambres, une salle de bain, un wc.
Chauffage et eau chaude sanitaire par chaudière au gaz. Double vitrage.
Ligne de bus Tisséo n° 29.
Toutes commodités à proximité immédiate.
DPE : D
Taxe foncière 1224 €.
Nos tarifs sont consultables sur notre site www.chwartzetassocies.notaires.fr
N° SIREN : 820042554
Contact : Vivien LESCAT au 06.75.17.46.36 ou negociation@chwartz.notaires.fr
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr"
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/castanet-tolosan-31/1867278,Achat :Maison / villa- Castanet Tolosan - Haute-Garonne (31),Maison / villa,- Castanet Tolosan - Haute-Garonne (31),335000,132.0,4,"A Castanet-Tolosan (31320) en Haute-Garonne (31), découvrez cette maison de 132 m² actuellement divisée en deux appartements autonomes. Elle se compose au rez de chaussée d'un grand type 2/3, ouvrant sur une belle véranda et sur le jardin et à l'étage d'un T3 clair et ensoleillé avec une belle vue sur un parc arboré.
Ces deux niveaux peuvent très facilement être réunis pour ne former qu'une seule et même habitation. Le jardin est clos, arboré et sans vis à vis.
Le prix de vente est fixé à 335 000 euros.
Contactez notre office notarial pour obtenir de plus amples renseignements sur cette maison."
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/labarthe-riviere-31/1734385,Achat :Maison / villa- Labarthe Riviere - Haute-Garonne (31),Maison / villa,- Labarthe Riviere - Haute-Garonne (31),70500,190.0,5,"Ensemble immobilier d'environ 190 m² à rénover, situé dans un village avec toutes les commodités et à une dizaine de minutes de l'autoroute.
Il se compose: au rdc: une entrée, une cuisine, un séjour, deux celliers, un WC et une ancienne boucherie ( 5 pièces).
A l'étage: un palier, cinq chambres, une salle d'eau, un rangement et un grenier.
Les menuiseries sont en bois simple vitrage. Absence de mode de chauffage.
Assainissement collectif.
Si vous êtes à la recherche d'un projet de rénovation n'hésitez pas à nous contacter."
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/bruguieres-31/1809097,Achat :Maison / villa- Bruguieres - Haute-Garonne (31),Maison / villa,- Bruguieres - Haute-Garonne (31),414750,149.0,5,"Maison Familiale avec un véritable potentiel locatif.
Maison à vendre située à Bruguières, d'une surface de 149 m².
Cette maison se compose à l'étage: une entrée accueillante, un vaste séjour lumineux, une cuisine indépendante une chambre avec salle d'eau et 4 autres chambres avec une salle de bains.
Au rez de chaussé: la maison dispose de deux entrée séparée, d'un grand séjour , d'une cuisine indépendante, une salle d'eau et un garage.
Une cave est présente, ainsi qu'un garage de 30 m² et un espace de stationnement pour 3 véhicules. La maison, non-mitoyenne, a été construite en 1973.
La maison offre de multiple possibilités, notamment avec un rez-de-chaussée entièrement PMR et indépendant.
À l'extérieur, vous trouverez une terrasse, une barbecue avec four à pizza traditionnel et un balcon de 20 m² à l'étage ouvrant depuis le séjour salon.
Le chauffage est assuré par une installation au gaz récente.
Diagnostique de Performance Energetique :
Consommation : 249 kWh / m² / an, Classe : E
Émissions : 53 kg CO2 / m² / an, Classe : E
La maison est présentée au prix de 395 000€ net vendeur 414750€ honoraires de négociation inclus."
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/toulouse-31/1844093,Achat :Appartement T3- Toulouse - Haute-Garonne (31),Appartement T3,- Toulouse - Haute-Garonne (31),199700,63.74,2,"Au cœur d'un quartier vivant avec commerces et transports à portée de main, venez visiter cet appartement de Type 3 de 64m², situé au 1er étage d'une Résidence.
Il se compose d'une entrée avec placard, d'une cuisine équipée ouverte sur salon, d'un toilette, d'une chambre avec placard, d'un dégagement, d'une salle d'eau et d'une seconde chambre avec placard. Cet appartement est très lumineux au vu de son exposition Sud-Ouest.
Vous pourrez aussi profiter de moments de détente sur son agréable terrasse ainsi que d'un cellier à l'extérieur de l'appartement.
Pas de place de parking attitrée mais possibilité de se garer facilement dans la résidence.
Bien soumis au statut de la copropriété:
Nbre de lots: 45
Charges annuelles: 1200€ /an
Pas de procédure en cours"
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/muret-31/1819860,Achat :Maison / villa- Muret - Haute-Garonne (31),Maison / villa,- Muret - Haute-Garonne (31),255000,110.0,4,"EXCLUSIVITE : à MURET, secteur rue Dabadie, villa, T5, type Basque, 110 m2, 4 chambres, piscine, garage et dépendances sur un terrain arboré de 660 m2.
L'office notarial de Noé recherche maisons et appartements de caractère en Occitanie, Bordeaux ou Paris pour clientèle présentant garantie financière. Discrétion assurée. (contacter Maître Jean-Pierre MARTIN au 06 82 19 82 35)"
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/appartement/toulouse-31/1771036,Achat :Appartement T2- Toulouse - Haute-Garonne (31),Appartement T2,- Toulouse - Haute-Garonne (31),156000,46.0,1,"A VENDRE Toulouse 7 Deniers face au STADE agréable appartement type 2 de 46m² .
au 4eme étage /5 avec balcon donnant sur  un grand et beau parc arboré et sa  piscine. un garage boxé en sous sol .
il se compose : d'un séjour , une cuisine aménagée ,une chambre une salle de bain wc
au prix de 156.000€ FAI à l acquéreur.
pour les visites me joindre au 06.58.94.66.97"
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/labarthe-riviere-31/1788873,Achat :Maison / villa- Labarthe Riviere - Haute-Garonne (31),Maison / villa,- Labarthe Riviere - Haute-Garonne (31),99000,215.0,3,"Au cœur du village de LABARTHE-RIVIERE, maison de caractère comprenant l'habitation principale composée au rez-de-chaussée d'un salon séjour, d'une cuisine aménagée partiellement, d'une arrière-cuisine et WC indépendant, d'une salle à manger (présentement un espace d'exposition). A l'étage, un couloir mène aux trois chambres et à la salle de bain. L'ensemble est à rénover mais conserve beaucoup de charme : murs en pierres  et poutres apparentes, colombages etc... Potentiel d'agrandissement de la maison avec les deux ateliers situés à l'étage proposant des pièces très lumineuses et plutôt spacieuses (grandes fenêtres). La grange ouverte permet de faire stationner un véhicule ou d'adapter un espace de stockage supplémentaire.
La dépendance non attenante comprend un préau et un studio indépendant récent avec sa terrasse exposée est. Entrée indépendante depuis la rue par le petit portillon.
Le petit terrain de 588 m² est entièrement clôturé par des murs en pierre.
Des travaux de rénovation sont à prévoir sur  l'habitation principale."
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/bagiry-31/1587064,Achat :Maison / villa- Bagiry - Haute-Garonne (31),Maison / villa,- Bagiry - Haute-Garonne (31),103000,100.0,4,"Maison de village de type 5 d'environ 100 m² habitables avec garage, et jardinet.
Le bien se compose au rez-de-chaussée : une entrée, une cuisine, un séjour, une chambre, une salle de bains (avec baignoire et douche) et un WC.
Au premier étage : un hall et deux chambres.
Au dernier étage : des combles rénovées.
Menuiseries en PVC double vitrage. chauffage bois et électrique.
Toiture neuve sur la partie garage.
Une grange complète l'ensemble.
Bien idéal pour maison principale ou secondaire."
31,https://www.immobilier.notaires.fr/fr/annonce-immo/vente/maison/lalouret-laffiteau-31/1716583,Achat :Maison / villa- Lalouret Laffiteau - Haute-Garonne (31),Maison / villa,- Lalouret Laffiteau - Haute-Garonne (31),293000,172.0,4,"Très belle propriété de type 6 de 172 m² habitables sur une parcelle de 4960 m² située dans un cadre bucolique à 10 minutes de SAINT-GAUDENS.
Elle se compose: au rez-de-chaussée: d'une entrée, d'une pièce de vie avec cuisine et salle à manger, d'un salon, d'une chambre avec salle d'eau, d'un WC et d'un cellier.
A l'étage: d'un palier, de trois chambres, d'une salle de bains et d'un WC.
L'ensemble est chauffé par un poêle à granules et des convecteurs rayonnants.
Les menuiseries sont en PVC double vitrage (Décembre 2023) et la toiture à également été refaite.
La partie grange comprend au rez-de-chaussée une cuisine d'été et un atelier, et à l'étage la possibilité d'aménager des pièces supplémentaires. Garage attenant.
Un magnifique Parc arboré avec puit naturel et piscine.
N'hésitez pas à nous contacter pour plus d'informations."
